Site,Height,Length,Total,GonadArea,GonadPercent,Sex,Stage,OocyteDiam,Parasite,Month,Sample,LogGonad,Temp,Sal,Season,PercentDiv
CR,7.53,8.02,49.89,0.00,0.00,F,Z,Z,Buceph,Jun,303,0.00,29.98,11.53,Wet,0
CR,6.97,7.42,42.62,0.00,0.00,F,Z,Z,Buceph,Jun,304,0.00,29.98,11.53,Wet,0
CR,10.18,11.27,92.03,49.05,53.30,F,2,30.45,No,Jun,308,1.70,29.98,11.53,Wet,0.53301052
CR,6.89,10.63,65.56,28.44,43.38,F,2,30.42,No,Jun,311,1.47,29.98,11.53,Wet,0.43378667
CR,5.62,8.18,39.56,17.04,43.09,M,2,Z,No,Jun,312,1.26,29.98,11.53,Wet,0.430855933
CR,6.46,6.50,32.99,6.15,18.65,F,2,29.02,No,Jun,313,0.85,29.98,11.53,Wet,0.186502345
CR,5.97,8.82,44.11,5.51,12.49,F,2,29.67,No,Jun,315,0.81,29.98,11.53,Wet,0.124854234
CR,6.53,5.80,32.72,12.30,37.59,F,2,30.57,No,Jun,316,1.12,29.98,11.53,Wet,0.375888927
CR,7.69,7.36,44.96,11.75,26.14,F,2,30.77,No,Jun,320,1.11,29.98,11.53,Wet,0.261404623
CR,9.53,9.99,80.81,32.72,40.49,F,2,35.29,No,Jul,323,1.53,31.43,9.82,Wet,0.40493883
CR,7.07,7.77,52.60,19.23,36.55,F,2,34.26,No,Jul,324,1.31,31.43,9.82,Wet,0.365481524
CR,8.32,10.08,72.55,25.08,34.57,F,2,32.56,No,Jul,325,1.42,31.43,9.82,Wet,0.345703956
CR,7.33,4.94,30.74,7.17,23.34,F,3,30.65,No,Jul,326,0.91,31.43,9.82,Wet,0.233400404
CR,5.86,6.65,34.23,6.37,18.60,F,3,28.48,No,Jul,330,0.87,31.43,9.82,Wet,0.186034044
CR,5.58,5.39,25.12,7.45,29.64,F,2,29.44,No,Jul,335,0.93,31.43,9.82,Wet,0.296409958
CR,7.93,6.43,41.67,22.63,54.31,M,2,Z,No,Jul,336,1.37,31.43,9.82,Wet,0.543122951
CR,6.89,6.67,37.32,10.95,29.34,F,2,28.74,No,Jul,337,1.08,31.43,9.82,Wet,0.29335024
CR,5.05,6.76,28.52,15.39,53.97,F,2,32.70,No,Jul,338,1.21,31.43,9.82,Wet,0.539658254
CR,7.18,7.02,38.56,14.32,37.15,F,2,32.49,No,Jul,339,1.19,31.43,9.82,Wet,0.371494138
CR,7.60,10.04,61.59,19.22,31.21,F,2,29.58,No,Aug,342,1.31,30.6,13.5,Wet,0.312099694
CR,8.09,9.46,62.58,27.57,44.05,M,2,Z,No,Aug,344,1.46,30.6,13.5,Wet,0.440451407
CR,6.76,8.14,44.54,10.04,22.55,F,2,29.05,No,Aug,346,1.04,30.6,13.5,Wet,0.225476948
CR,7.65,8.61,54.07,12.55,23.20,F,2,32.40,No,Aug,347,1.13,30.6,13.5,Wet,0.232031591
CR,6.64,7.48,40.34,13.16,32.62,F,2,31.84,No,Aug,349,1.15,30.6,13.5,Wet,0.326176982
CR,6.27,7.14,39.67,10.38,26.16,F,3,30.64,Yes,Aug,350,1.06,30.6,13.5,Wet,0.261567904
CR,4.77,6.46,25.81,9.26,35.87,F,2,31.90,Yes,Aug,351,1.01,30.6,13.5,Wet,0.358685847
CR,5.10,5.88,24.10,13.48,55.95,M,2,Z,No,Aug,355,1.16,30.6,13.5,Wet,0.559450026
CR,4.77,6.37,28.37,0.00,0.00,H,Z,Z,No,Aug,356,0.00,30.6,13.5,Wet,0
CR,6.65,6.27,38.85,18.70,48.14,M,2,Z,No,Aug,359,1.29,30.6,13.5,Wet,0.481391552
CR,5.40,5.15,24.02,5.27,21.95,F,2,25.75,No,Sep,363,0.80,32.33,13.26,Wet,0.219461148
CR,6.29,6.84,37.81,13.29,35.15,F,2,30.69,No,Sep,364,1.16,32.33,13.26,Wet,0.351539826
CR,6.82,5.27,30.77,6.70,21.76,F,2,24.93,No,Sep,365,0.89,32.33,13.26,Wet,0.217630653
CR,9.61,9.61,85.95,43.82,50.99,F,2,29.45,No,Sep,366,1.65,32.33,13.26,Wet,0.509863942
CR,7.02,8.31,47.40,18.32,38.65,F,2,27.47,No,Sep,368,1.29,32.33,13.26,Wet,0.386497295
CR,3.73,2.96,9.22,3.64,39.47,M,2,Z,No,Sep,370,0.67,32.33,13.26,Wet,0.394685654
CR,7.55,7.22,44.89,5.64,12.57,F,3,25.84,No,Sep,371,0.82,32.33,13.26,Wet,0.125698812
CR,6.89,6.89,42.09,14.41,34.22,F,2,30.42,No,Sep,372,1.19,32.33,13.26,Wet,0.342234545
CR,5.54,8.11,38.94,18.90,48.54,F,2,32.35,No,Sep,373,1.30,32.33,13.26,Wet,0.485371893
CR,5.96,5.30,26.97,11.95,44.31,F,2,29.80,No,Sep,379,1.11,32.33,13.26,Wet,0.443089649
CR,5.40,5.81,25.72,6.05,23.51,F,2,34.30,No,Oct,383,0.85,28.58,20.58,Wet,0.235086962
CR,9.18,9.52,78.72,21.11,26.81,F,2,27.24,No,Oct,384,1.34,28.58,20.58,Wet,0.268145279
CR,9.59,10.38,82.30,34.19,41.55,M,2,Z,No,Oct,385,1.55,28.58,20.58,Wet,0.415462409
CR,4.57,6.50,28.18,3.21,11.39,F,3,29.64,No,Oct,386,0.62,28.58,20.58,Wet,0.113858034
CR,5.31,6.65,28.47,1.52,5.34,M,3,Z,No,Oct,388,0.40,28.58,20.58,Wet,0.053392186
CR,6.93,6.67,37.07,2.01,5.42,M,3,Z,No,Oct,391,0.48,28.58,20.58,Wet,0.054156065
CR,5.27,6.16,28.82,4.87,16.90,F,2,36.23,No,Oct,394,0.77,28.58,20.58,Wet,0.169004063
CR,5.78,6.05,29.05,7.55,25.99,M,2,Z,No,Oct,395,0.93,28.58,20.58,Wet,0.259897297
CR,5.13,6.54,27.94,11.08,39.65,M,2,Z,No,Oct,397,1.08,28.58,20.58,Wet,0.396546445
CR,4.79,5.18,20.58,5.35,26.00,F,2,31.24,No,Oct,399,0.80,28.58,20.58,Wet,0.260037718
CR,7.46,5.92,36.82,0.29,0.78,F,3,25.54,No,Nov,402,0.11,27.8,26.02,Dry,0.007768454
CR,9.23,9.22,71.42,9.95,13.94,F,3,27.26,No,Nov,406,1.04,27.8,26.02,Dry,0.139373979
CR,6.96,7.93,44.74,5.41,12.10,F,3,31.23,No,Nov,409,0.81,27.8,26.02,Dry,0.120960019
CR,5.45,5.15,24.49,0.06,0.24,F,3,11.66,No,Nov,410,0.03,27.8,26.02,Dry,0.002425119
CR,4.86,4.42,17.89,0.00,0.00,Z,4,Z,No,Nov,411,0.00,27.8,26.02,Dry,0
CR,5.01,4.65,19.26,0.00,0.00,Z,4,Z,No,Nov,413,0.00,27.8,26.02,Dry,0
CR,4.50,4.20,14.92,0.23,1.54,M,3,Z,No,Nov,415,0.09,27.8,26.02,Dry,0.015422103
CR,7.62,7.25,49.15,0.00,0.00,Z,4,Z,No,Nov,417,0.00,27.8,26.02,Dry,0
CR,5.48,5.54,23.31,0.00,0.00,Z,4,Z,No,Nov,419,0.00,27.8,26.02,Dry,0
CR,4.43,5.75,21.25,2.36,11.09,F,3,34.38,No,Nov,420,0.53,27.8,26.02,Dry,0.110901263
CR,4.46,7.39,25.85,0.00,0.00,Z,4,Z,No,Dec,421,0.00,19.23,22.14,Dry,0
CR,7.57,5.75,34.81,0.03,0.08,F,1,10.82,No,Dec,422,0.01,19.23,22.14,Dry,0.000849175
CR,5.47,5.82,25.93,0.00,0.00,Z,4,Z,No,Dec,424,0.00,19.23,22.14,Dry,0
CR,5.19,5.86,23.89,0.00,0.00,Z,4,Z,No,Dec,427,0.00,19.23,22.14,Dry,0
CR,4.27,6.59,23.52,0.00,0.00,Z,4,Z,No,Dec,428,0.00,19.23,22.14,Dry,0
CR,4.84,4.90,21.79,0.00,0.00,Z,4,Z,No,Dec,429,0.00,19.23,22.14,Dry,0
CR,4.86,5.24,21.33,0.00,0.00,Z,4,Z,No,Dec,430,0.00,19.23,22.14,Dry,0
CR,5.20,5.30,22.19,0.00,0.00,Z,4,Z,No,Dec,431,0.00,19.23,22.14,Dry,0
CR,5.28,5.88,25.19,0.00,0.00,Z,4,Z,No,Dec,435,0.00,19.23,22.14,Dry,0
CR,3.33,5.90,17.55,0.00,0.00,Z,4,Z,No,Dec,439,0.00,19.23,22.14,Dry,0
TB,9.53,7.02,56.10,0.00,0.00,Z,4,Z,No,Jan,2587,0.00,15.46,31.75,Dry,0
TB,9.72,11.25,94.92,0.14,0.15,F,1,10.73,No,Jan,2588,0.06,15.46,31.75,Dry,0.001527508
TB,8.23,8.20,56.67,0.00,0.00,Z,4,Z,No,Jan,2589,0.00,15.46,31.75,Dry,0
TB,7.80,10.14,67.28,0.00,0.00,Z,4,Z,No,Jan,2590,0.00,15.46,31.75,Dry,0
TB,7.91,6.60,48.27,0.00,0.00,Z,4,Z,No,Jan,2593,0.00,15.46,31.75,Dry,0
TB,7.11,7.91,44.22,0.00,0.00,Z,4,Z,No,Jan,2595,0.00,15.46,31.75,Dry,0
TB,8.40,8.61,60.54,0.00,0.00,Z,4,Z,Yes,Jan,2597,0.00,15.46,31.75,Dry,0
TB,7.67,7.77,53.19,0.00,0.00,Z,4,Z,Yes,Jan,2598,0.00,15.46,31.75,Dry,0
TB,7.72,6.63,39.28,0.00,0.00,Z,4,Z,No,Jan,2599,0.00,15.46,31.75,Dry,0
TB,12.36,14.89,163.40,0.06,0.04,F,3,33.15,No,Jan,2601,0.02,15.46,31.75,Dry,0.000360308
TB,8.14,9.58,64.28,1.34,2.08,F,3,27.37,No,Jan,2602,0.37,15.46,31.75,Dry,0.020818027
TB,10.37,8.76,75.83,0.62,0.82,M,1,Z,No,Jan,2603,0.21,15.46,31.75,Dry,0.008198063
TB,7.73,10.59,66.99,1.73,2.58,F,1,16.06,No,Feb,2607,0.44,22.44,30.37,Dry,0.02581016
TB,8.64,7.54,57.14,0.05,0.08,F,1,12.71,Yes,Feb,2610,0.02,22.44,30.37,Dry,0.000847682
TB,11.28,9.58,100.01,5.32,5.32,F,1,12.15,No,Feb,2614,0.80,22.44,30.37,Dry,0.053189533
TB,11.35,11.54,109.46,0.22,0.20,F,1,11.85,Yes,Feb,2617,0.09,22.44,30.37,Dry,0.00199502
TB,7.67,10.32,72.92,0.50,0.69,F,1,9.28,No,Feb,2619,0.18,22.44,30.37,Dry,0.006901809
TB,5.50,5.92,24.03,0.00,0.00,Z,4,Z,No,Feb,2621,0.00,22.44,30.37,Dry,0
TB,6.32,5.37,29.58,0.00,0.00,Z,4,Z,No,Feb,2622,0.00,22.44,30.37,Dry,0
TB,6.39,6.37,34.25,1.19,3.46,F,1,10.52,No,Feb,2623,0.34,22.44,30.37,Dry,0.03462088
TB,8.30,8.23,52.77,0.06,0.12,M,3,Z,No,Feb,2625,0.03,22.44,30.37,Dry,0.001186431
TB,10.95,9.51,92.54,5.51,5.95,F,1,16.37,No,Feb,2627,0.81,22.44,30.37,Dry,0.059513408
TB,10.92,10.24,92.07,1.05,1.14,F,1,12.76,No,Feb,2629,0.31,22.44,30.37,Dry,0.011425331
TB,9.73,9.59,79.42,5.66,7.13,F,1,16.41,No,Feb,2630,0.82,22.44,30.37,Dry,0.071327665
TB,5.96,6.33,32.78,0.91,2.77,F,1,12.72,No,Mar,2631,0.28,17.09,33.06,Dry,0.027732702
TB,8.95,10.96,85.95,29.08,33.84,F,2,23.49,No,Mar,2636,1.48,17.09,33.06,Dry,0.338385926
TB,7.58,10.81,67.08,7.18,10.70,M,2,Z,No,Mar,2639,0.91,17.09,33.06,Dry,0.106964518
TB,3.57,5.06,15.48,0.00,0.00,Z,4,Z,No,Mar,2642,0.00,17.09,33.06,Dry,0
TB,5.12,4.54,20.39,0.60,2.94,F,1,7.76,No,Mar,2644,0.20,17.09,33.06,Dry,0.029350229
TB,6.94,6.28,36.50,0.55,1.49,F,3,30.12,No,Mar,2645,0.19,17.09,33.06,Dry,0.014938063
TB,7.53,7.36,42.69,1.67,3.92,F,1,9.14,Yes,Mar,2646,0.43,17.09,33.06,Dry,0.039222188
TB,7.23,5.91,32.23,0.25,0.76,F,3,9.18,No,Mar,2647,0.10,17.09,33.06,Dry,0.007610637
TB,7.50,5.76,33.12,6.85,20.68,F,2,23.93,No,Mar,2648,0.89,17.09,33.06,Dry,0.20675162
TB,12.59,9.90,102.92,75.84,73.70,M,2,Z,No,Mar,2652,1.89,17.09,33.06,Dry,0.736955336
TB,9.87,11.09,87.82,61.67,70.22,F,2,31.23,No,Mar,2654,1.80,17.09,33.06,Dry,0.702245508
TB,10.75,10.15,95.96,62.34,64.97,F,2,31.27,No,Mar,2655,1.80,17.09,33.06,Dry,0.649655014
TB,8.60,8.21,57.92,2.49,4.30,F,1,12.17,No,Apr,2657,0.54,21.64,33.17,Dry,0.043032322
TB,10.46,10.65,90.01,16.45,18.27,M,2,Z,No,Apr,2659,1.24,21.64,33.17,Dry,0.18271743
TB,8.29,10.78,75.73,30.11,39.76,F,2,33.57,No,Apr,2664,1.49,21.64,33.17,Dry,0.397553376
TB,7.66,7.46,43.96,6.72,15.28,F,3,31.84,No,Apr,2666,0.89,21.64,33.17,Dry,0.152829793
TB,10.44,9.36,84.74,46.08,54.38,F,2,32.49,No,Apr,2668,1.67,21.64,33.17,Dry,0.543800982
TB,10.30,9.35,77.38,34.54,44.64,F,2,33.82,No,Apr,2670,1.55,21.64,33.17,Dry,0.446431756
TB,9.80,9.01,67.54,35.22,52.14,F,2,28.17,No,Apr,2672,1.56,21.64,33.17,Dry,0.521398298
TB,10.11,10.55,89.08,34.89,39.16,F,2,30.06,No,Apr,2674,1.55,21.64,33.17,Dry,0.391617439
TB,7.27,10.96,67.10,25.13,37.46,F,2,30.45,No,Apr,2675,1.42,21.64,33.17,Dry,0.374557175
TB,10.05,9.70,74.59,44.27,59.35,M,2,Z,No,Apr,2677,1.66,21.64,33.17,Dry,0.593464603
TB,7.99,6.43,40.93,11.25,27.49,M,2,Z,No,Apr,2678,1.09,21.64,33.17,Dry,0.274899382
TB,7.89,9.41,61.75,31.06,50.29,F,2,31.01,No,Apr,2679,1.51,21.64,33.17,Dry,0.502898338
TB,5.50,8.93,41.39,11.98,28.95,F,2,25.83,No,May,2685,1.11,25.84,33.14,Wet,0.289539264
TB,8.52,7.97,52.89,9.00,17.02,F,3,31.48,No,May,2686,1.00,25.84,33.14,Wet,0.170204909
TB,10.02,9.04,67.72,11.69,17.26,F,1,13.89,Yes,May,2687,1.10,25.84,33.14,Wet,0.172573601
TB,7.94,6.59,41.83,3.88,9.28,M,3,Z,No,May,2688,0.69,25.84,33.14,Wet,0.092793226
TB,9.30,7.19,56.28,8.66,15.38,F,2,24.77,No,May,2691,0.98,25.84,33.14,Wet,0.153849133
TB,7.42,7.98,52.80,10.76,20.38,M,2,Z,No,May,2697,1.07,25.84,33.14,Wet,0.203810824
TB,8.42,8.54,58.86,9.86,16.75,F,3,26.05,No,May,2698,1.04,25.84,33.14,Wet,0.167495724
TB,5.94,5.36,24.14,1.61,6.68,M,3,Z,No,May,2700,0.42,25.84,33.14,Wet,0.066790653
TB,8.68,6.76,45.48,0.73,1.61,M,3,Z,No,May,2701,0.24,25.84,33.14,Wet,0.016101568
TB,10.06,7.14,56.49,15.90,28.14,F,2,32.66,No,May,2702,1.23,25.84,33.14,Wet,0.281391729
TB,7.86,7.64,42.92,2.96,6.90,M,1,Z,No,May,2704,0.60,25.84,33.14,Wet,0.068967742
TB,6.19,4.89,23.60,0.00,0.00,Z,4,Z,No,May,2705,0.00,25.84,33.14,Wet,0
TB,7.63,10.57,60.66,32.27,53.20,M,2,Z,No,Jun,2707,1.52,30.2,31.45,Wet,0.53199801
TB,8.29,8.39,59.97,25.96,43.28,F,2,32.62,Yes,Jun,2708,1.43,30.2,31.45,Wet,0.432791971
TB,6.64,6.01,33.02,9.20,27.86,F,3,28.13,Yes,Jun,2709,1.01,30.2,31.45,Wet,0.27861693
TB,10.54,10.48,87.99,54.79,62.27,F,2,29.59,No,Jun,2712,1.75,30.2,31.45,Wet,0.622726512
TB,10.00,9.78,75.24,31.80,42.27,F,2,31.44,Yes,Jun,2713,1.52,30.2,31.45,Wet,0.422666358
TB,9.25,9.53,71.12,21.94,30.86,F,2,27.72,Yes,Jun,2716,1.36,30.2,31.45,Wet,0.308557273
TB,8.04,7.06,47.78,13.42,28.08,M,2,Z,No,Jun,2718,1.16,30.2,31.45,Wet,0.28084424
TB,8.04,8.45,56.72,18.83,33.20,F,2,27.17,No,Jun,2719,1.30,30.2,31.45,Wet,0.332012902
TB,7.21,7.71,42.33,9.31,21.98,F,2,26.57,No,Jun,2724,1.01,30.2,31.45,Wet,0.219843102
TB,9.68,8.95,70.88,9.21,12.99,F,3,30.29,No,Jun,2726,1.01,30.2,31.45,Wet,0.129872143
TB,8.07,5.55,39.77,0.00,0.00,Z,4,Z,No,Jun,2728,0.00,30.2,31.45,Wet,0
TB,6.69,5.23,30.88,4.93,15.98,F,3,21.97,Yes,Jun,2729,0.77,30.2,31.45,Wet,0.159759101
TB,5.10,11.38,57.75,8.26,14.29,F,3,24.82,No,Jul,2731,0.97,29.16,34.29,Wet,0.142935681
TB,6.82,6.62,34.55,5.23,15.14,F,3,27.54,No,Jul,2733,0.79,29.16,34.29,Wet,0.151403482
TB,9.40,9.23,70.80,24.26,34.26,M,2,Z,Yes,Jul,2736,1.40,29.16,34.29,Wet,0.342638502
TB,7.18,8.42,43.03,5.54,12.88,F,3,27.51,No,Jul,2737,0.82,29.16,34.29,Wet,0.128836239
TB,6.22,9.44,47.15,8.91,18.90,F,2,28.66,Yes,Jul,2741,1.00,29.16,34.29,Wet,0.188969305
TB,9.46,9.14,69.98,14.26,20.38,F,2,29.35,No,Jul,2742,1.18,29.16,34.29,Wet,0.203804156
TB,7.70,6.82,40.94,8.87,21.66,F,3,29.11,No,Jul,2745,0.99,29.16,34.29,Wet,0.216616204
TB,5.56,7.00,35.21,11.63,33.03,F,2,29.53,Yes,Jul,2747,1.10,29.16,34.29,Wet,0.330292014
TB,4.87,6.50,27.78,17.20,61.92,M,2,Z,No,Jul,2749,1.26,29.16,34.29,Wet,0.619162881
TB,7.02,6.64,38.20,14.43,37.78,F,2,28.37,No,Jul,2750,1.19,29.16,34.29,Wet,0.377806552
TB,7.77,9.34,63.71,17.84,28.00,F,2,31.84,No,Jul,2752,1.28,29.16,34.29,Wet,0.279995153
TB,5.15,9.53,40.26,11.82,29.35,F,2,26.29,No,Jul,2754,1.11,29.16,34.29,Wet,0.293497987
TB,7.12,7.89,45.05,18.94,42.05,F,2,31.77,No,Aug,2756,1.30,30.9,27.54,Wet,0.42047389
TB,6.43,7.35,40.26,13.58,33.73,F,2,31.67,Yes,Aug,2758,1.16,30.9,27.54,Wet,0.337288907
TB,6.28,8.09,42.11,20.20,47.98,F,2,33.39,No,Aug,2759,1.33,30.9,27.54,Wet,0.479759207
TB,6.29,5.59,29.99,11.20,37.35,F,2,31.11,No,Aug,2760,1.09,30.9,27.54,Wet,0.373487726
TB,9.54,12.66,92.69,16.01,17.28,F,3,27.16,No,Aug,2765,1.23,30.9,27.54,Wet,0.172780032
TB,8.62,7.94,57.46,10.64,18.53,F,2,27.33,No,Aug,2766,1.07,30.9,27.54,Wet,0.185260707
TB,8.42,9.07,59.42,13.60,22.88,F,2,29.85,No,Aug,2768,1.16,30.9,27.54,Wet,0.228821954
TB,7.56,9.18,53.69,10.61,19.76,M,2,Z,No,Aug,2771,1.06,30.9,27.54,Wet,0.19761504
TB,9.06,8.81,67.46,15.53,23.02,F,3,31.76,No,Aug,2772,1.22,30.9,27.54,Wet,0.230225466
TB,6.72,7.73,38.19,5.36,14.04,F,3,26.16,No,Aug,2773,0.80,30.9,27.54,Wet,0.140425745
TB,7.25,7.56,40.22,5.48,13.63,F,2,31.42,No,Aug,2778,0.81,30.9,27.54,Wet,0.136315223
TB,6.47,4.64,23.84,0.00,0.00,Z,4,Z,No,Aug,2780,0.00,30.9,27.54,Wet,0
TB,4.01,6.95,23.41,1.94,8.30,F,3,17.34,No,Sep,2783,0.47,31.03,26.32,Wet,0.082957808
TB,11.03,6.58,58.06,7.38,12.71,M,3,Z,No,Sep,2786,0.92,31.03,26.32,Wet,0.127104306
TB,11.19,5.70,48.47,13.56,27.98,F,2,27.38,Yes,Sep,2787,1.16,31.03,26.32,Wet,0.27984595
TB,7.45,6.35,41.31,10.81,26.17,M,2,Z,No,Sep,2789,1.07,31.03,26.32,Wet,0.261739465
TB,6.01,6.72,34.32,11.44,33.32,F,2,31.33,Yes,Sep,2790,1.09,31.03,26.32,Wet,0.333219492
TB,7.52,8.01,49.68,12.74,25.65,F,2,28.41,No,Sep,2793,1.14,31.03,26.32,Wet,0.256460865
TB,7.53,8.50,50.25,4.41,8.77,F,3,25.97,Yes,Sep,2794,0.73,31.03,26.32,Wet,0.087721599
TB,6.59,8.95,50.40,9.59,19.02,M,2,Z,No,Sep,2795,1.02,31.03,26.32,Wet,0.190227479
TB,11.40,8.43,77.54,33.85,43.66,F,2,31.71,No,Sep,2796,1.54,31.03,26.32,Wet,0.436591644
TB,8.84,6.19,46.81,20.32,43.41,F,2,31.38,No,Sep,2797,1.33,31.03,26.32,Wet,0.434145292
TB,9.66,11.69,86.95,12.45,14.32,F,3,26.40,No,Sep,2801,1.13,31.03,26.32,Wet,0.143192886
TB,8.43,6.96,50.07,19.46,38.87,M,2,Z,No,Sep,2805,1.31,31.03,26.32,Wet,0.38873622
TB,5.84,6.15,37.05,6.58,17.76,F,2,32.55,No,Oct,2807,0.88,28.1,27.68,Wet,0.177648635
TB,7.85,6.46,40.04,3.18,7.95,F,3,29.20,No,Oct,2809,0.62,28.1,27.68,Wet,0.079541466
TB,7.22,5.56,32.68,2.42,7.40,F,3,31.67,Yes,Oct,2810,0.53,28.1,27.68,Wet,0.073985334
TB,7.98,6.97,46.77,0.00,0.00,Z,4,Z,No,Oct,2812,0.00,28.1,27.68,Wet,0
TB,8.41,10.66,73.21,8.52,11.64,F,3,35.81,No,Oct,2816,0.98,28.1,27.68,Wet,0.116385501
TB,10.61,10.31,89.31,28.68,32.12,F,2,31.80,No,Oct,2818,1.47,28.1,27.68,Wet,0.321161811
TB,8.37,8.99,57.36,9.48,16.52,M,3,Z,No,Oct,2820,1.02,28.1,27.68,Wet,0.165248061
TB,7.69,6.39,43.20,17.52,40.57,M,2,Z,No,Oct,2821,1.27,28.1,27.68,Wet,0.405680037
TB,7.39,8.64,53.99,14.36,26.60,F,2,29.23,No,Oct,2823,1.19,28.1,27.68,Wet,0.265991021
TB,8.88,8.85,62.11,18.55,29.86,F,2,33.14,No,Oct,2824,1.29,28.1,27.68,Wet,0.298591755
TB,7.44,7.77,47.15,1.76,3.72,F,3,32.68,Yes,Oct,2825,0.44,28.1,27.68,Wet,0.037225589
TB,7.05,10.13,61.69,21.61,35.03,F,2,30.37,No,Oct,2829,1.35,28.1,27.68,Wet,0.350287951
TB,6.89,5.88,32.29,0.00,0.00,Z,4,Z,No,Nov,2833,0.00,21.44,30.39,Dry,0
TB,4.67,7.28,26.97,0.00,0.00,Z,4,Z,No,Nov,2834,0.00,21.44,30.39,Dry,0
TB,9.05,7.30,52.03,0.00,0.00,Z,4,Z,No,Nov,2836,0.00,21.44,30.39,Dry,0
TB,6.50,5.68,34.35,0.00,0.00,Z,4,Z,No,Nov,2837,0.00,21.44,30.39,Dry,0
TB,8.40,8.23,55.08,0.13,0.24,M,3,Z,No,Nov,2837,0.05,21.44,30.39,Dry,0.002425218
TB,4.42,6.65,26.73,0.00,0.00,Z,4,Z,No,Nov,2840,0.00,21.44,30.39,Dry,0
TB,7.60,10.78,71.22,0.00,0.00,Z,4,Z,No,Nov,2841,0.00,21.44,30.39,Dry,0
TB,5.81,7.76,38.41,0.00,0.00,Z,4,Z,No,Nov,2842,0.00,21.44,30.39,Dry,0
TB,5.73,7.73,36.82,0.00,0.00,Z,4,Z,No,Nov,2845,0.00,21.44,30.39,Dry,0
TB,5.96,6.90,32.21,0.81,2.53,M,3,Z,No,Nov,2846,0.26,21.44,30.39,Dry,0.025298274
TB,5.32,5.71,23.67,3.39,14.31,F,3,37.28,No,Nov,2850,0.64,21.44,30.39,Dry,0.143086886
TB,6.03,6.50,31.08,0.00,0.00,Z,4,Z,No,Nov,2852,0.00,21.44,30.39,Dry,0
TB,5.39,7.32,30.90,0.00,0.00,Z,4,Z,Yes,Dec,2858,0.00,18.22,29.71,Dry,0
TB,7.00,10.88,63.26,0.00,0.00,Z,4,Z,Yes,Dec,2863,0.00,18.22,29.71,Dry,0
TB,9.41,12.29,97.52,0.00,0.00,Z,4,Z,Yes,Dec,2864,0.00,18.22,29.71,Dry,0
TB,7.76,8.00,49.87,0.00,0.00,Z,4,Z,Yes,Dec,2865,0.00,18.22,29.71,Dry,0
TB,5.75,8.64,43.57,0.00,0.00,Z,4,Z,No,Dec,2869,0.00,18.22,29.71,Dry,0
TB,6.13,8.23,41.28,0.00,0.00,Z,4,Z,No,Dec,2870,0.00,18.22,29.71,Dry,0
TB,6.60,11.31,65.29,0.00,0.00,Z,4,Z,No,Dec,2872,0.00,18.22,29.71,Dry,0
TB,5.47,7.19,30.61,0.00,0.00,Z,Z,Z,Buceph,Dec,2874,0.00,18.22,29.71,Dry,0
TB,5.10,9.13,39.30,0.00,0.00,Z,4,Z,No,Dec,2875,0.00,18.22,29.71,Dry,0
TB,6.18,9.93,52.48,0.15,0.28,F,1,9.54,No,Dec,2876,0.06,18.22,29.71,Dry,0.002764559
TB,9.29,10.52,81.79,10.46,12.79,M,2,Z,No,Dec,2877,1.06,18.22,29.71,Dry,0.127864733
TB,6.99,7.99,46.14,0.00,0.00,Z,4,Z,No,Dec,2878,0.00,18.22,29.71,Dry,0
